DRS_ID,DistributionChannel,UserLanguage,geoid.county,Zone,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1a,Q2,Q3_0,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_0,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_0,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_0,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_0,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10,Q12_0,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q14,Q15,Q16,Q17_0,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q18,Q19a,Q19b,Q20,Q21,Q22,Q23,Q24_0,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q34,Q39,Q41a,Q41b,Q41c,Q41d,Q41e,Q41f,Q42a,Q42b,Q42c,Q42d,Q42e,Q42f,Q42g,Q42h,Q42i,Q43_0,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_9,Q43_10,Q43_11,WTFINAL,SEX_P,RACE_P,INCOME_P,AGE_P,ETHNICITY_P,EDU_P,HOMEOWNERSHIP_P,LANGUAGE_P
DRS2406,Online,English,067,1,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,24,Rural (outside of town),No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,Yes,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,<I don't know>,Dissatisfied,Yes,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,Not at all concerned,<Unsure>,Not at all concerned,Moderately concerned,Moderately concerned,Very concerned,Moderately concerned,No,Mostly due to climate change,by both human activities and natural changes in the environment,<Decline to answer>,Yes,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,Strongly agree,Strongly disagree,<Decline to answer>,Doing too much,Doing the right amount,<I don't know>,No,No,Yes,<Decline to answer>,Yes,No,No,No,<Decline to answer>,Yes,Yes,No,Yes,No,No,<Decline to answer>,NA,NA,Strongly distrust,Somewhat distrust,<Not applicable>,Somewhat distrust,<Decline to answer>,Strongly distrust,NA,Somewhat likely,Somewhat unlikely,<Decline to answer>,Somewhat unlikely,Very unlikely,Somewhat likely,Very likely,NA,<Not applicable>,<Decline to answer>,No,NA,No,Yes,Yes,NA,No,Yes,<Decline to answer>,0.5221993513513158,<Missing>,Asian/PI,50K - <75K,<Missing>,<Missing>,<Missing>,<Decline to answer>,NA
DRS2407,Mail,Spanish,<Erased>,3,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,62,<I don't know>,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,Yes,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,No,No,Yes,Yes,<Decline to answer>,Yes,No,No,Yes,No one advocates for my interests in the Delta,<Decline to answer>,No,No,No,No,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Somewhat concerned,Moderately concerned,Moderately concerned,Moderately concerned,Somewhat concerned,<Decline to answer>,<Decline to answer>,Mostly due to other factors,mostly by natural changes in the environment,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,Yes. Please specify:,Somewhat agree,<I don't know>,<I don't know>,<I don't know>,Doing the right amount,Doing too much,No,No,Yes,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Moderate,Yes,<Decline to answer>,Trust completely,<Decline to answer>,Somewhat distrust,Trust completely,Trust somewhat,Somewhat unlikely,Somewhat likely,Very likely,<Not applicable>,NA,NA,Somewhat unlikely,<Not applicable>,<Decline to answer>,No,Yes,No,No,No,No,No,NA,Yes,<Not applicable>,NA,0.3858215787488528,Male,<Missing>,100K - <150K,55-64,Not Hispanic/Latino,<Missing>,NA,Other lang
DRS2408,Online,English,013,3,No,Yes,Yes,No,Yes,Yes,64,Rural (outside of town),No,No,Yes,No,Yes,No,No,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,Yes,<I Dont know why the Delta is important>,Yes,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,No,Yes,Yes,Yes,Yes,No,No,No,No,No,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,Yes,Please specify individual or organization name:,Very satisfied,No,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Not at all concerned,Not at all concerned,<Decline to answer>,<Decline to answer>,<Unsure>,Not at all concerned,<Decline to answer>,Mostly due to climate change,mostly by natural changes in the environment,No,Yes,<Decline to answer>,No,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Strongly agree,Somewhat agree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,Not doing enough,Doing too much,No,Yes,No,No,Yes,No,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,Very Liberal,NA,Trust only a little,<Not applicable>,Somewhat distrust,Trust somewhat,Trust only a little,<Decline to answer>,<Decline to answer>,Unsure,<Decline to answer>,<Not applicable>,Somewhat likely,Very likely,<Not applicable>,<Not applicable>,<Decline to answer>,Yes,<Not applicable>,<Decline to answer>,NA,Yes,Yes,<Not applicable>,<Decline to answer>,Yes,<Decline to answer>,No,1.398185798270827,<Missing>,White,<25K,65+,Hispanic/Latino,<Missing>,NA,NA
DRS2409,Mail,Spanish,<Erased>,2,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,55,Urban,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,<I Dont know why the Delta is important>,No,Yes,No,No,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,No,No,Yes,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,No,No,<Decline to answer>,Dissatisfied,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Very concerned,Very concerned,Somewhat concerned,Very concerned,<Unsure>,<Decline to answer>,Not at all concerned,Yes. Please specify:,Not at all due to climate change,mostly by human activities,No,<Decline to answer>,No,<Decline to answer>,No,No,No,<Decline to answer>,Yes,No,No,Strongly agree,Somewhat disagree,<I don't know>,Not doing enough,<Decline to answer>,Doing too much,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,Very Liberal,NA,Trust only a little,Trust only a little,<Decline to answer>,<Not applicable>,NA,<Not applicable>,NA,Somewhat unlikely,Somewhat likely,<Not applicable>,<Not applicable>,<Not applicable>,Very unlikely,<Not applicable>,NA,<Decline to answer>,Yes,No,No,NA,Yes,<Not applicable>,<Decline to answer>,<Decline to answer>,NA,No,0.5972033014162607,<Missing>,Other and mixed,25K - <50K,35-44,Hispanic/Latino,>BA/BS,Rented/Other,English only
DRS2410,Online,Spanish,013,2,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,77,<I don't know>,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,No,No,Yes,<Decline to answer>,Yes,No,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Please specify individual or organization name:,Neutral,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Very concerned,<Unsure>,<Unsure>,Moderately concerned,Moderately concerned,<Decline to answer>,Not at all concerned,<Decline to answer>,<I don't know>,None of the above because climate change isn't happening,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,No,No,<Decline to answer>,Strongly agree,"No, I have not personally experienced drought impacts",<I don't know>,Doing too much,Not doing enough,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Very Liberal,NA,Strongly distrust,Trust completely,Trust only a little,Trust only a little,NA,Somewhat distrust,<Decline to answer>,Unsure,Unsure,NA,Very likely,Very likely,NA,Unsure,Yes,Yes,<Not applicable>,No,Yes,<Decline to answer>,Yes,<Not applicable>,No,<Decline to answer>,<Decline to answer>,Yes,5.577389608800992,Female,Asian/PI,100K - <150K,55-64,<Missing>,BA/BS,Owned by you or someone else living there,Other lang
DRS2411,Online,English,077,3,<Decline to answer>,Yes,Yes,Yes,Yes,Yes,84,Suburban,Yes,No,Yes,No,Yes,No,Yes,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,Yes,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,Yes,No,Yes,No,Yes,Yes,Yes,<Decline to answer>,<I don't know>,Very satisfied,No,No,No,No,Yes,No,<Decline to answer>,No,<Unsure>,Not at all concerned,<Unsure>,Not at all concerned,Moderately concerned,Not at all concerned,Not at all concerned,No,Mostly due to other factors,mostly by natural changes in the environment,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes. Please specify:,<I don't know>,Somewhat disagree,<I don't know>,Doing the right amount,Doing the right amount,Not doing enough,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,NA,NA,Trust completely,Trust completely,Trust only a little,Somewhat distrust,NA,Very unlikely,Somewhat likely,Very unlikely,Very likely,Somewhat likely,Somewhat likely,Somewhat unlikely,Very likely,No,No,<Decline to answer>,<Not applicable>,<Not applicable>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Not applicable>,Yes,Yes,1.4678637317634298,Female,<Missing>,100K - <150K,18-24,<Missing>,BA/BS,Rented/Other,Other lang
DRS2412,Mail,English,095,3,No,No,No,Yes,<Decline to answer>,No,13,Urban,Yes,Yes,No,Yes,No,No,No,Yes,No,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,No,No,No,Yes,Yes,<Decline to answer>,No,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,<I don't know>,Neutral,Yes,<Decline to answer>,Yes,No,No,<Decline to answer>,Yes,<Decline to answer>,Moderately concerned,<Decline to answer>,<Decline to answer>,Moderately concerned,Not at all concerned,Very concerned,Moderately concerned,Yes. Please specify:,Entirely due to climate change,mostly by human activities,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Strongly disagree,<Decline to answer>,<I don't know>,Doing the right amount,Doing the right amount,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Not applicable>,Trust somewhat,NA,Strongly distrust,Trust only a little,<Decline to answer>,Somewhat likely,Very unlikely,Somewhat unlikely,Somewhat likely,Very unlikely,Somewhat likely,<Not applicable>,Very likely,No,<Not applicable>,Yes,<Decline to answer>,<Decline to answer>,<Not applicable>,NA,<Decline to answer>,<Not applicable>,NA,<Decline to answer>,NA,0.6769313063455453,Female,Other and mixed,100K - <150K,35-44,Not Hispanic/Latino,>BA/BS,Rented/Other,English only
DRS2413,Mail,English,<Erased>,3,<Decline to answer>,No,No,Yes,Yes,<Decline to answer>,74,Historic or Delta “legacy” town,No,Yes,No,Yes,No,No,No,Yes,Yes,<I Dont know why the Delta is important>,Yes,No,Yes,No,No,No,Yes,<Decline to answer>,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,<Decline to answer>,No,Yes,No,Yes,No,No,Yes,<Decline to answer>,No,No,No,Yes,No one advocates for my interests in the Delta,Neutral,<Decline to answer>,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,Moderately concerned,<Decline to answer>,<Decline to answer>,<Decline to answer>,Moderately concerned,<Unsure>,Somewhat concerned,Yes. Please specify:,Mostly due to other factors,mostly by human activities,Yes,No,Yes,No,<Decline to answer>,Yes,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<I don't know>,<I don't know>,<I don't know>,Doing too much,Not doing enough,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Somewhat distrust,NA,Trust completely,Strongly distrust,Somewhat likely,<Decline to answer>,<Not applicable>,<Decline to answer>,Somewhat unlikely,Unsure,<Decline to answer>,Somewhat likely,Yes,No,<Not applicable>,NA,<Decline to answer>,<Decline to answer>,NA,<Not applicable>,Yes,<Decline to answer>,NA,No,0.07898574978554944,Male,<Missing>,<Missing>,18-24,<Missing>,BA/BS,<Decline to answer>,Other lang
DRS2414,Mail,Spanish,077,2,<Decline to answer>,<Decline to answer>,Yes,No,No,No,11,Rural (outside of town),No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,Yes,Yes,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,Please specify individual or organization name:,<Decline to answer>,Yes,No,Yes,No,No,<Decline to answer>,No,Yes,Moderately concerned,<Unsure>,Moderately concerned,Somewhat concerned,<Decline to answer>,<Decline to answer>,Not at all concerned,Yes. Please specify:,<I don't know>,by both human activities and natural changes in the environment,Yes,No,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Strongly agree,<Decline to answer>,<I don't know>,Not doing enough,<I don't know>,Doing the right amount,Yes,Yes,Yes,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Very Liberal,Yes,Trust somewhat,Trust somewhat,Strongly distrust,<Decline to answer>,Somewhat distrust,Strongly distrust,NA,Unsure,Unsure,Somewhat likely,NA,Somewhat likely,<Not applicable>,NA,<Decline to answer>,Yes,NA,NA,No,<Not applicable>,No,Yes,Yes,NA,<Not applicable>,Yes,0.5609461773325328,<Missing>,Black,<25K,<Missing>,Not Hispanic/Latino,BA/BS,Rented/Other,NA
DRS2415,Mail,Spanish,077,3,<Decline to answer>,<Decline to answer>,No,No,Yes,No,61,<I don't know>,Yes,No,No,No,No,Yes,Yes,No,No,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,<Decline to answer>,No,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes,Yes,Yes,No,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,No,Please specify individual or organization name:,Satisfied,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Moderately concerned,Very concerned,Very concerned,Not at all concerned,<Unsure>,Somewhat concerned,Moderately concerned,<Decline to answer>,Not at all due to climate change,None of the above because climate change isn't happening,Yes,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,Somewhat disagree,Strongly disagree,"No, I have not personally experienced drought impacts",Not doing enough,Doing the right amount,Doing the right amount,Yes,No,<Decline to answer>,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,<Decline to answer>,Liberal,NA,<Decline to answer>,Trust somewhat,Trust somewhat,Trust completely,NA,Trust completely,<Decline to answer>,Somewhat likely,Very unlikely,NA,Somewhat likely,Very unlikely,Unsure,Very unlikely,NA,NA,No,No,Yes,<Decline to answer>,No,NA,<Not applicable>,Yes,<Decline to answer>,<Decline to answer>,0.03285441965598983,<Missing>,Asian/PI,75K - <100K,<Missing>,<Missing>,<BA/BS,Owned by you or someone else living there,Other lang
DRS2416,Mail,Spanish,113,2,Yes,No,No,Yes,<Decline to answer>,<Decline to answer>,14,<Decline to answer>,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,<I Dont know why the Delta is important>,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,<I don't know>,Very dissatisfied,No,No,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,Somewhat concerned,<Unsure>,<Decline to answer>,Somewhat concerned,<Decline to answer>,Very concerned,Somewhat concerned,Yes. Please specify:,<I don't know>,by both human activities and natural changes in the environment,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,Yes,No,Yes,No,No,Somewhat disagree,Somewhat disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<I don't know>,Doing the right amount,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,None of the above,Yes,Somewhat distrust,<Decline to answer>,Trust completely,Strongly distrust,Strongly distrust,Trust somewhat,NA,Very unlikely,<Not applicable>,Unsure,NA,Very likely,<Not applicable>,<Decline to answer>,NA,No,NA,<Decline to answer>,Yes,<Decline to answer>,NA,No,<Decline to answer>,<Not applicable>,NA,<Not applicable>,2.093707979916726,Female,Black,25K - <50K,<Missing>,Not Hispanic/Latino,BA/BS,Owned by you or someone else living there,Other lang
DRS2417,Online,Spanish,<Erased>,3,No,No,Yes,No,Yes,<Decline to answer>,32,<Decline to answer>,Yes,No,No,No,Yes,No,Yes,No,No,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,No,No,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,No,Yes,<I don't know>,Satisfied,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,Somewhat concerned,<Unsure>,Moderately concerned,<Decline to answer>,<Decline to answer>,Moderately concerned,Yes. Please specify:,Mostly due to other factors,<I don't know>,Yes,Yes,Yes,Yes,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes. Please specify:,Somewhat disagree,<Decline to answer>,"No, I have not personally experienced drought impacts",<Decline to answer>,Not doing enough,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,Yes,Yes,No,No,No,<Decline to answer>,No,<Decline to answer>,None of the above,No,Strongly distrust,Trust somewhat,NA,Strongly distrust,<Decline to answer>,<Not applicable>,Very unlikely,Somewhat likely,<Decline to answer>,<Not applicable>,<Not applicable>,Very likely,Very unlikely,<Decline to answer>,NA,<Not applicable>,NA,<Decline to answer>,No,<Decline to answer>,NA,<Not applicable>,<Not applicable>,Yes,No,No,0.2723698423209073,Male,White,25K - <50K,18-24,Not Hispanic/Latino,>BA/BS,Rented/Other,NA
DRS2418,Online,Spanish,077,3,No,No,<Decline to answer>,No,No,No,9,<Decline to answer>,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,<I Dont know why the Delta is important>,Yes,No,<Decline to answer>,No,Yes,<Decline to answer>,No,No,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,No,No,No,Yes,<Decline to answer>,No,No,<Decline to answer>,Dissatisfied,Yes,<Decline to answer>,<Decline to answer>,Yes,No,No,Yes,<Decline to answer>,Moderately concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,<Unsure>,Very concerned,Moderately concerned,No,Not at all due to climate change,<I don't know>,Yes,Yes,Yes,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,Somewhat disagree,<Decline to answer>,<Decline to answer>,Not doing enough,<Decline to answer>,Not doing enough,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,Yes,No,<Decline to answer>,Very conservative,NA,NA,<Decline to answer>,Trust somewhat,NA,NA,<Decline to answer>,<Decline to answer>,<Not applicable>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Somewhat likely,Very unlikely,Very likely,NA,<Decline to answer>,No,Yes,NA,No,No,NA,NA,<Decline to answer>,<Not applicable>,Yes,0.605168317330457,<Missing>,Asian/PI,75K - <100K,35-44,Hispanic/Latino,BA/BS,<Decline to answer>,Other lang
